title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin
hammockphoto frame,Plastic,1.08,Land,Low,C,1.3,BRAZIL
hammockphoto frame,Plastic,0.81,Land,Low,C,0.97,SINGAPORE
hammockphoto frame,Plastic,1.81,Ship,Low,D,1.74,BRAZIL
hammockphoto frame,Glass,0.45,Land,High,C,0.47,BRAZIL
hammockphoto frame,Bamboo,0.13,Air,Medium,F,0.18,GERMANY
hammockphoto frame,Aluminum,1.09,Land,High,B,1.22,INDIA
hammockphoto frame,Aluminum,1.86,Air,High,F,5.21,SINGAPORE
hammockphoto frame,Plastic,0.1,Ship,Low,F,0.1,UK
hammockphoto frame,Plastic,1.23,Land,Low,D,1.48,SINGAPORE
hammockphoto frame,Glass,1.07,Land,High,B,1.12,UK
hammockphoto frame,Cardboard,0.18,Land,Medium,C,0.11,GERMANY
hammockphoto frame,Paper,1.36,Air,Medium,F,1.53,RUSSIA
hammockphoto frame,Aluminum,0.35,Ship,High,D,0.31,RUSSIA
hammockphoto frame,Cardboard,0.65,Air,Medium,F,1.02,NORWAY
hammockphoto frame,Aluminum,1.96,Ship,High,D,1.76,ITALY
hammockphoto frame,Bamboo,0.75,Ship,Medium,B,0.32,JAPAN
hammockphoto frame,Aluminum,1.51,Land,High,D,1.69,INDIA
hammockphoto frame,Other,0.33,Air,High,F,0.58,NORWAY
hammockphoto frame,Aluminum,0.74,Ship,High,D,0.66,JAPAN
hammockphoto frame,Glass,1.83,Land,High,D,1.92,RUSSIA
hammockphoto frame,Plastic,0.34,Ship,Low,D,0.33,NORWAY
books,Glass,1.0,Land,High,B,1.05,JAPAN
books,Other,1.45,Ship,Medium,D,1.04,NORWAY
books,Other,1.3,Ship,Medium,D,0.94,NORWAY
books,Aluminum,0.74,Air,High,F,2.07,ITALY
books,Steel,1.18,Air,High,F,3.72,GERMANY
books,Plastic,1.48,Ship,Low,D,1.42,ITALY
books,Glass,1.08,Ship,High,B,0.91,ITALY
books,Other,0.52,Land,High,E,0.36,USA
books,Cardboard,0.17,Land,Medium,B,0.11,RUSSIA
books,Steel,1.6,Air,High,F,5.04,SINGAPORE
books,Bamboo,0.83,Ship,Medium,B,0.36,INDIA
books,Plastic,0.68,Land,Low,C,0.82,ITALY
books,Paper,0.56,Air,Medium,F,0.63,USA
books,Cardboard,0.1,Land,Medium,A,0.06,FRANCE
books,Paper,1.61,Air,Medium,F,1.81,SINGAPORE
books,Steel,0.86,Land,High,C,1.08,RUSSIA
books,Cardboard,1.01,Ship,Medium,F,0.51,SINGAPORE
books,Paper,0.71,Air,Medium,F,0.8,JAPAN
books,Glass,0.13,Land,High,E,0.14,INDIA
books,Other,0.87,Land,Low,B,0.87,SINGAPORE
books,Paper,1.94,Land,Medium,D,0.87,FRANCE
books,Paper,0.86,Land,Medium,E,0.39,JAPAN
books,Plastic,0.5,Land,Low,C,0.6,RUSSIA
books,Plastic,1.68,Air,Low,F,5.04,FRANCE
books,Glass,0.21,Ship,High,B,0.18,ITALY
books,Plastic,0.48,Land,Low,C,0.58,USA
books,Bamboo,1.28,Air,Medium,F,1.73,INDIA
books,Plastic,0.86,Ship,Low,B,0.83,ITALY
books,Glass,1.32,Ship,High,D,1.11,JAPAN
books,Steel,1.33,Land,High,D,1.68,FRANCE
books,Paper,0.53,Air,Medium,F,0.6,ITALY
books,Other,1.69,Ship,Medium,D,1.22,INDIA
books,Glass,1.16,Air,High,F,3.04,BRAZIL
books,Paper,0.16,Ship,Medium,E,0.06,SINGAPORE
books,Plastic,0.78,Land,Low,C,0.94,JAPAN
books,Bamboo,0.41,Air,Medium,F,0.55,ITALY
books,Steel,1.43,Ship,High,D,1.44,SINGAPORE
books,Other,1.78,Air,Medium,F,4.0,JAPAN
books,Bamboo,0.74,Air,Medium,F,1.0,GERMANY
books,Aluminum,1.2,Air,High,F,3.36,JAPAN
books,Aluminum,1.65,Air,High,F,4.62,FRANCE
books,Paper,0.31,Land,Medium,A,0.14,CHINA
books,Paper,1.74,Land,Medium,D,0.78,BRAZIL
books,Cardboard,1.62,Air,Medium,F,2.55,SINGAPORE
books,Plastic,0.29,Land,Low,C,0.35,INDIA
books,Glass,0.7,Ship,High,B,0.59,NORWAY
books,Plastic,1.46,Air,Low,F,4.38,FRANCE
books,Glass,0.23,Air,High,F,0.6,BRAZIL
books,Paper,0.34,Air,Medium,F,0.38,CHINA
books,Bamboo,1.32,Air,Medium,F,1.78,FRANCE
books,Other,1.1,Ship,Medium,B,0.79,ITALY
books,Paper,1.55,Air,Medium,F,1.74,JAPAN
books,Steel,0.5,Land,High,C,0.63,RUSSIA
books,Plastic,1.03,Air,Low,F,3.09,UK
books,Other,0.74,Air,Medium,F,1.67,BRAZIL
books,Aluminum,0.96,Air,High,F,2.69,CHINA
books,Aluminum,1.24,Land,High,D,1.39,FRANCE
books,Plastic,0.49,Land,Low,C,0.59,USA
books,Other,1.88,Land,Medium,D,1.69,SINGAPORE
books,Aluminum,0.17,Air,High,F,0.48,GERMANY
books,Steel,0.42,Ship,High,C,0.42,JAPAN
books,Paper,1.2,Ship,Medium,F,0.43,ITALY
books,Glass,1.67,Air,High,F,4.38,INDIA
books,Aluminum,1.58,Ship,High,D,1.42,USA
books,Aluminum,1.26,Air,High,F,3.53,NORWAY
books,Glass,0.6,Air,High,F,1.57,FRANCE
books,Plastic,1.14,Air,Low,F,3.42,UK
books,Plastic,0.12,Ship,Low,A,0.12,INDIA
books,Paper,1.51,Ship,Medium,D,0.54,RUSSIA
books,Aluminum,1.11,Land,High,A,1.24,JAPAN
books,Aluminum,1.28,Ship,High,D,1.15,USA
books,Bamboo,1.04,Air,Medium,F,1.4,USA
books,Steel,1.73,Air,High,F,5.45,NORWAY
books,Plastic,0.73,Air,Low,F,2.19,RUSSIA
books,Paper,1.58,Land,Medium,D,0.71,NORWAY
books,Aluminum,0.81,Air,High,F,2.27,CHINA
books,Steel,0.23,Land,High,C,0.29,RUSSIA
books,Other,1.31,Air,Medium,F,2.95,GERMANY
books,Cardboard,1.72,Ship,Medium,D,0.87,SINGAPORE
books,Aluminum,1.64,Air,High,F,4.59,INDIA
books,Paper,0.58,Land,Medium,E,0.26,USA
books,Bamboo,1.12,Land,Medium,C,0.6,GERMANY
books,Steel,0.91,Air,High,F,2.87,FRANCE
books,Aluminum,1.69,Ship,High,D,1.51,ITALY
books,Plastic,0.99,Land,Low,C,1.19,NORWAY
books,Plastic,0.59,Land,Low,C,0.71,UK
books,Bamboo,1.8,Land,Medium,D,0.97,RUSSIA
books,Bamboo,1.55,Ship,Medium,D,0.67,FRANCE
books,Steel,0.82,Land,High,C,1.03,INDIA
books,Cardboard,1.77,Air,Medium,F,2.79,SINGAPORE
books,Other,0.73,Land,Low,A,0.73,BRAZIL
books,Glass,0.96,Ship,High,B,0.81,SINGAPORE
books,Bamboo,1.35,Ship,Medium,D,0.58,NORWAY
books,Paper,0.28,Air,Medium,F,0.32,NORWAY
books,Other,1.08,Air,High,F,1.89,BRAZIL
books,Glass,0.98,Air,High,F,2.57,BRAZIL
books,Bamboo,0.47,Land,Medium,B,0.25,RUSSIA
books,Other,1.05,Ship,Medium,D,0.76,USA
books,Cardboard,0.18,Land,Medium,E,0.11,INDIA
books,Plastic,1.89,Air,Low,F,5.67,RUSSIA
plant pot,Plastic,1.14,Ship,Low,F,1.09,BRAZIL
plant pot,Paper,1.6,Land,Medium,D,0.72,CHINA
plant pot,Paper,0.15,Land,Medium,C,0.07,UK
plant pot,Steel,1.16,Ship,High,C,1.17,USA
plant pot,Cardboard,1.66,Land,Medium,D,1.05,JAPAN
plant pot,Aluminum,1.57,Ship,High,D,1.41,INDIA
plant pot,Bamboo,0.61,Land,Medium,F,0.33,UK
plant pot,Other,0.31,Ship,Low,F,0.25,NORWAY
plant pot,Glass,1.8,Air,High,F,4.72,RUSSIA
plant pot,Bamboo,1.95,Air,Medium,F,2.63,GERMANY
plant pot,Glass,1.99,Land,High,D,2.09,SINGAPORE
plant pot,Bamboo,1.93,Ship,Medium,D,0.83,JAPAN
plant pot,Other,0.88,Ship,Medium,E,0.63,GERMANY
plant pot,Aluminum,0.68,Air,High,F,1.9,USA
plant pot,Paper,0.21,Air,Medium,F,0.24,RUSSIA
plant pot,Cardboard,0.58,Ship,Medium,B,0.29,FRANCE
plant pot,Cardboard,0.3,Ship,Medium,E,0.15,BRAZIL
plant pot,Glass,1.9,Ship,High,D,1.6,RUSSIA
plant pot,Bamboo,1.8,Air,Medium,F,2.43,GERMANY
plant pot,Bamboo,1.63,Ship,Medium,D,0.7,NORWAY
plant pot,Other,0.59,Ship,Medium,D,0.42,USA
plant pot,Bamboo,1.12,Air,Medium,F,1.51,RUSSIA
plant pot,Bamboo,0.25,Air,Medium,F,0.34,FRANCE
plant pot,Other,0.3,Land,Low,E,0.3,USA
plant pot,Bamboo,1.04,Land,Medium,B,0.56,NORWAY
plant pot,Aluminum,1.16,Ship,High,C,1.04,ITALY
plant pot,Plastic,0.53,Ship,Low,E,0.51,JAPAN
plant pot,Paper,0.26,Ship,Medium,D,0.09,BRAZIL
plant pot,Cardboard,0.59,Air,Medium,F,0.93,BRAZIL
plant pot,Bamboo,0.9,Ship,Medium,D,0.39,NORWAY
plant pot,Paper,0.94,Land,Medium,D,0.42,UK
plant pot,Cardboard,1.76,Air,Medium,F,2.77,UK
plant pot,Steel,1.69,Land,High,D,2.13,UK
plant pot,Steel,0.5,Ship,High,C,0.5,SINGAPORE
plant pot,Paper,1.32,Ship,Medium,D,0.48,GERMANY
plant pot,Other,0.42,Land,Medium,E,0.38,RUSSIA
plant pot,Aluminum,0.43,Land,High,B,0.48,GERMANY
plant pot,Cardboard,0.33,Land,Medium,F,0.21,CHINA
plant pot,Steel,1.62,Land,High,D,2.04,NORWAY
plant pot,Paper,1.5,Ship,Medium,D,0.54,SINGAPORE
plant pot,Bamboo,1.74,Land,Medium,D,0.94,RUSSIA
plant pot,Bamboo,1.98,Ship,Medium,D,0.86,FRANCE
plant pot,Paper,0.37,Ship,Medium,B,0.13,ITALY
plant pot,Bamboo,0.63,Land,Medium,A,0.34,FRANCE
plant pot,Aluminum,1.45,Air,High,F,4.06,JAPAN
plant pot,Aluminum,0.5,Land,High,D,0.56,JAPAN
plant pot,Cardboard,0.19,Air,Medium,F,0.3,INDIA
plant pot,Paper,1.58,Land,Medium,D,0.71,USA
plant pot,Paper,0.35,Ship,Medium,F,0.13,USA
plant pot,Bamboo,1.7,Ship,Medium,D,0.73,JAPAN
plant pot,Plastic,1.92,Land,Low,D,2.3,USA
plant pot,Other,1.96,Ship,Low,D,1.57,RUSSIA
plant pot,Aluminum,0.17,Land,High,A,0.19,GERMANY
plant pot,Bamboo,1.56,Air,Medium,F,2.11,USA
plant pot,Paper,1.33,Air,Medium,F,1.5,SINGAPORE
plant pot,Paper,1.75,Ship,Medium,D,0.63,UK
plant pot,Steel,0.31,Ship,High,C,0.31,FRANCE
plant pot,Bamboo,1.45,Ship,Medium,D,0.63,UK
plant pot,Other,0.55,Air,High,F,0.96,INDIA
plant pot,Glass,0.88,Land,High,C,0.92,USA
plant pot,Bamboo,1.82,Ship,Medium,D,0.79,FRANCE
plant pot,Cardboard,1.71,Land,Medium,D,1.08,ITALY
plant pot,Other,0.31,Ship,High,A,0.17,FRANCE
plant pot,Other,0.11,Air,High,F,0.19,ITALY
plant pot,Glass,1.42,Air,High,F,3.73,FRANCE
plant pot,Glass,1.21,Air,High,F,3.18,SINGAPORE
plant pot,Steel,0.86,Air,High,F,2.71,BRAZIL
plant pot,Steel,1.3,Ship,High,D,1.31,UK
plant pot,Cardboard,1.41,Ship,Medium,D,0.71,FRANCE
plant pot,Bamboo,1.21,Ship,Medium,D,0.52,USA
plant pot,Aluminum,0.91,Ship,High,C,0.82,NORWAY
plant pot,Plastic,1.9,Air,Low,F,5.7,JAPAN
plant pot,Glass,0.64,Air,High,F,1.68,FRANCE
plant pot,Steel,1.91,Land,High,D,2.41,RUSSIA
plant pot,Cardboard,1.41,Land,Medium,D,0.89,ITALY
plant pot,Paper,1.6,Ship,Medium,D,0.58,USA
plant pot,Bamboo,1.16,Land,Medium,B,0.63,CHINA
plant pot,Aluminum,1.99,Ship,High,D,1.78,USA
plant pot,Glass,0.54,Air,High,F,1.42,UK
plant pot,Glass,1.29,Air,High,F,3.39,GERMANY
plant pot,Cardboard,1.3,Air,Medium,F,2.05,SINGAPORE
plant pot,Aluminum,1.64,Air,High,F,4.59,USA
plant pot,Cardboard,1.27,Air,Medium,F,2.0,ITALY
plant pot,Glass,0.18,Air,High,F,0.47,ITALY
plant pot,Other,1.8,Ship,High,D,1.01,INDIA
plant pot,Bamboo,1.14,Ship,Medium,E,0.49,NORWAY
plant pot,Aluminum,1.94,Air,High,F,5.43,USA
plant pot,Cardboard,1.16,Ship,Medium,A,0.58,ITALY
plant pot,Cardboard,0.24,Air,Medium,F,0.38,JAPAN
plant pot,Steel,0.66,Ship,High,C,0.67,ITALY
plant pot,Cardboard,0.64,Air,Medium,F,1.01,NORWAY
plant pot,Bamboo,0.42,Ship,Medium,A+,0.18,USA
plant pot,Plastic,0.43,Air,Low,F,1.29,USA
plant pot,Other,0.92,Air,Medium,F,2.07,NORWAY
plant pot,Cardboard,1.5,Land,Medium,D,0.94,FRANCE
plant pot,Aluminum,1.41,Land,High,D,1.58,FRANCE
plant pot,Bamboo,0.78,Land,Medium,F,0.42,RUSSIA
plant pot,Steel,0.93,Ship,High,C,0.94,FRANCE
plant pot,Aluminum,0.75,Land,High,A,0.84,CHINA
plant pot,Cardboard,1.42,Land,Medium,D,0.89,USA
piano,Aluminum,0.43,Land,High,D,0.48,GERMANY
piano,Paper,0.49,Land,Medium,A,0.22,ITALY
piano,Other,0.84,Ship,Medium,C,0.6,SINGAPORE
piano,Steel,1.71,Ship,High,D,1.72,FRANCE
piano,Paper,0.84,Air,Medium,F,0.95,NORWAY
piano,Steel,0.33,Land,High,C,0.42,ITALY
piano,Aluminum,0.34,Air,High,F,0.95,NORWAY
piano,Cardboard,0.7,Land,Medium,C,0.44,UK
piano,Paper,1.81,Air,Medium,F,2.04,UK
piano,Aluminum,1.11,Air,High,F,3.11,GERMANY
piano,Bamboo,1.86,Ship,Medium,D,0.8,FRANCE
piano,Aluminum,1.37,Land,High,D,1.53,FRANCE
piano,Cardboard,0.7,Air,Medium,F,1.1,SINGAPORE
piano,Cardboard,0.75,Land,Medium,E,0.47,SINGAPORE
piano,Other,1.86,Ship,Medium,D,1.34,UK
piano,Bamboo,1.19,Air,Medium,F,1.61,ITALY
piano,Cardboard,1.18,Land,Medium,F,0.74,GERMANY
piano,Glass,1.53,Air,High,F,4.02,FRANCE
piano,Plastic,1.74,Air,Low,F,5.22,ITALY
piano,Steel,0.28,Land,High,C,0.35,NORWAY
piano,Other,1.72,Air,Low,F,4.3,RUSSIA
piano,Glass,1.5,Ship,High,D,1.26,SINGAPORE
piano,Cardboard,0.79,Air,Medium,F,1.24,SINGAPORE
piano,Cardboard,1.48,Ship,Medium,D,0.75,FRANCE
piano,Bamboo,0.55,Air,Medium,F,0.74,ITALY
piano,Steel,1.82,Ship,High,D,1.83,UK
piano,Steel,0.21,Air,High,F,0.66,NORWAY
piano,Bamboo,1.98,Land,Medium,D,1.07,CHINA
piano,Steel,1.44,Ship,High,D,1.45,GERMANY
piano,Aluminum,0.79,Ship,High,F,0.71,GERMANY
piano,Cardboard,0.26,Air,Medium,F,0.41,USA
piano,Other,0.78,Air,High,F,1.36,BRAZIL
piano,Other,1.8,Air,Medium,F,4.05,RUSSIA
piano,Paper,0.5,Ship,Medium,C,0.18,USA
piano,Bamboo,1.99,Land,Medium,D,1.07,GERMANY
piano,Cardboard,1.72,Ship,Medium,D,0.87,INDIA
piano,Other,1.15,Ship,Low,B,0.92,SINGAPORE
piano,Aluminum,1.31,Ship,High,D,1.17,NORWAY
piano,Cardboard,0.74,Ship,Medium,C,0.37,USA
piano,Steel,1.56,Ship,High,D,1.57,INDIA
piano,Paper,0.55,Air,Medium,F,0.62,NORWAY
piano,Steel,1.53,Air,High,F,4.82,BRAZIL
piano,Other,1.69,Land,Low,D,1.69,ITALY
piano,Glass,1.07,Land,High,B,1.12,USA
piano,Other,0.71,Ship,Medium,E,0.51,USA
piano,Cardboard,0.48,Land,Medium,A,0.3,UK
piano,Paper,1.0,Air,Medium,F,1.12,BRAZIL
piano,Steel,1.6,Land,High,D,2.02,RUSSIA
piano,Plastic,0.93,Ship,Low,E,0.89,FRANCE
piano,Glass,0.87,Ship,High,B,0.73,GERMANY
piano,Bamboo,0.16,Ship,Medium,A+,0.07,JAPAN
piano,Plastic,0.11,Land,Low,C,0.13,CHINA
piano,Aluminum,0.52,Air,High,F,1.46,SINGAPORE
piano,Other,0.72,Ship,Medium,B,0.52,NORWAY
piano,Other,0.82,Ship,Low,B,0.66,BRAZIL
piano,Other,0.35,Ship,Low,B,0.28,USA
piano,Plastic,0.13,Ship,Low,E,0.12,GERMANY
piano,Cardboard,0.19,Ship,Medium,A,0.1,BRAZIL
piano,Aluminum,0.21,Land,High,C,0.24,NORWAY
piano,Other,0.85,Air,High,F,1.49,USA
piano,Glass,0.41,Air,High,F,1.08,CHINA
piano,Aluminum,1.11,Air,High,F,3.11,INDIA
piano,Other,0.5,Air,Medium,F,1.12,FRANCE
piano,Paper,1.39,Land,Medium,D,0.63,JAPAN
piano,Other,0.49,Air,High,F,0.86,NORWAY
piano,Cardboard,0.62,Land,Medium,C,0.39,UK
piano,Aluminum,1.46,Land,High,D,1.64,RUSSIA
piano,Bamboo,1.57,Land,Medium,D,0.85,CHINA
piano,Other,0.84,Land,Low,F,0.84,UK
piano,Other,0.88,Air,High,F,1.54,UK
piano,Bamboo,1.96,Ship,Medium,D,0.85,ITALY
piano,Bamboo,1.56,Land,Medium,D,0.84,UK
piano,Steel,1.78,Land,High,D,2.24,FRANCE
piano,Plastic,1.13,Land,Low,C,1.36,CHINA
piano,Bamboo,1.12,Air,Medium,F,1.51,BRAZIL
piano,Other,1.89,Land,Low,D,1.89,INDIA
piano,Paper,0.75,Ship,Medium,E,0.27,ITALY
piano,Cardboard,0.36,Land,Medium,B,0.23,NORWAY
piano,Bamboo,0.95,Land,Medium,F,0.51,NORWAY
piano,Aluminum,1.26,Air,High,F,3.53,JAPAN
piano,Steel,0.42,Ship,High,C,0.42,ITALY
piano,Bamboo,1.53,Air,Medium,F,2.07,UK
piano,Plastic,1.09,Air,Low,F,3.27,JAPAN
piano,Paper,0.63,Air,Medium,F,0.71,JAPAN
piano,Aluminum,0.3,Ship,High,A,0.27,NORWAY
piano,Steel,0.16,Air,High,F,0.5,UK
piano,Other,0.75,Air,Medium,F,1.69,UK
piano,Plastic,0.62,Ship,Low,B,0.6,BRAZIL
piano,Steel,1.31,Land,High,D,1.65,JAPAN
piano,Other,1.32,Ship,Medium,D,0.95,UK
piano,Glass,1.2,Air,High,F,3.15,CHINA
piano,Steel,0.38,Land,High,C,0.48,UK
piano,Bamboo,0.36,Air,Medium,F,0.49,FRANCE
piano,Paper,0.99,Land,Medium,D,0.45,CHINA
piano,Glass,1.58,Ship,High,D,1.33,BRAZIL
piano,Glass,1.51,Land,High,D,1.59,JAPAN
piano,Other,1.29,Land,Low,D,1.29,ITALY
piano,Paper,1.79,Land,Medium,D,0.81,GERMANY
piano,Steel,0.41,Ship,High,C,0.41,INDIA
piano,Bamboo,0.81,Land,Medium,C,0.44,UK
clock,Other,0.76,Land,Low,C,0.76,GERMANY
clock,Aluminum,0.3,Ship,High,C,0.27,BRAZIL
clock,Plastic,1.12,Ship,Low,A,1.08,USA
clock,Glass,1.59,Ship,High,D,1.34,BRAZIL
clock,Bamboo,0.34,Land,Medium,A,0.18,NORWAY
clock,Steel,0.53,Ship,High,C,0.53,UK
clock,Bamboo,1.19,Land,Medium,D,0.64,JAPAN
clock,Bamboo,1.78,Land,Medium,D,0.96,ITALY
clock,Cardboard,1.29,Ship,Medium,D,0.65,UK
clock,Paper,0.77,Land,Medium,F,0.35,GERMANY
clock,Bamboo,0.8,Ship,Medium,C,0.35,ITALY
clock,Plastic,0.88,Land,Low,C,1.06,RUSSIA
clock,Aluminum,1.35,Land,High,D,1.51,BRAZIL
clock,Cardboard,1.47,Air,Medium,F,2.32,GERMANY
clock,Glass,0.58,Land,High,F,0.61,ITALY
clock,Bamboo,1.95,Land,Medium,D,1.05,ITALY
clock,Glass,0.73,Air,High,F,1.92,NORWAY
clock,Cardboard,0.21,Ship,Medium,C,0.11,GERMANY
clock,Plastic,1.25,Ship,Low,D,1.2,CHINA
clock,Aluminum,1.33,Land,High,D,1.49,INDIA
clock,Steel,0.58,Land,High,C,0.73,CHINA
clock,Cardboard,1.76,Air,Medium,F,2.77,CHINA
clock,Other,1.19,Land,Low,F,1.19,RUSSIA
clock,Steel,1.27,Air,High,F,4.0,USA
clock,Aluminum,1.86,Ship,High,D,1.67,GERMANY
clock,Steel,0.21,Land,High,C,0.26,NORWAY
clock,Steel,0.98,Ship,High,C,0.99,INDIA
clock,Paper,0.62,Land,Medium,A,0.28,INDIA
clock,Aluminum,1.82,Ship,High,D,1.63,GERMANY
clock,Paper,0.86,Land,Medium,B,0.39,ITALY
clock,Aluminum,1.26,Ship,High,D,1.13,BRAZIL
clock,Other,1.01,Land,Medium,D,0.91,CHINA
clock,Paper,1.11,Ship,Medium,F,0.4,SINGAPORE
clock,Glass,1.54,Ship,High,D,1.29,INDIA
clock,Cardboard,1.44,Ship,Medium,D,0.73,UK
clock,Cardboard,1.53,Air,Medium,F,2.41,INDIA
clock,Steel,1.47,Ship,High,D,1.48,USA
clock,Steel,0.75,Ship,High,C,0.76,SINGAPORE
clock,Plastic,0.91,Air,Low,F,2.73,USA
clock,Other,0.78,Land,Medium,F,0.7,JAPAN
clock,Paper,1.56,Air,Medium,F,1.76,RUSSIA
clock,Plastic,0.97,Ship,Low,B,0.93,USA
clock,Glass,0.45,Ship,High,B,0.38,GERMANY
clock,Steel,0.46,Air,High,F,1.45,JAPAN
clock,Other,1.51,Air,High,F,2.64,CHINA
clock,Glass,0.53,Land,High,B,0.56,JAPAN
clock,Cardboard,0.81,Air,Medium,F,1.28,SINGAPORE
clock,Cardboard,0.13,Ship,Medium,A,0.07,JAPAN
clock,Paper,0.3,Land,Medium,B,0.14,RUSSIA
clock,Bamboo,1.48,Land,Medium,D,0.8,JAPAN
clock,Aluminum,1.96,Air,High,F,5.49,BRAZIL
clock,Cardboard,0.45,Air,Medium,F,0.71,INDIA
clock,Plastic,0.26,Land,Low,C,0.31,NORWAY
clock,Glass,1.19,Ship,High,B,1.0,BRAZIL
clock,Plastic,1.15,Air,Low,F,3.45,ITALY
clock,Steel,1.3,Air,High,F,4.09,NORWAY
clock,Bamboo,1.75,Land,Medium,D,0.95,SINGAPORE
clock,Bamboo,1.59,Air,Medium,F,2.15,ITALY
clock,Other,0.11,Land,Low,B,0.11,GERMANY
clock,Paper,0.77,Land,Medium,B,0.35,CHINA
clock,Other,0.26,Land,Medium,B,0.23,RUSSIA
clock,Bamboo,0.86,Air,Medium,F,1.16,RUSSIA
clock,Other,1.56,Air,High,F,2.73,GERMANY
clock,Glass,1.82,Land,High,D,1.91,INDIA
clock,Cardboard,1.99,Ship,Medium,D,1.0,USA
clock,Other,1.57,Ship,Low,D,1.26,SINGAPORE
clock,Bamboo,1.36,Air,Medium,F,1.84,SINGAPORE
clock,Plastic,0.58,Ship,Low,E,0.56,JAPAN
clock,Paper,1.19,Air,Medium,F,1.34,NORWAY
clock,Aluminum,1.63,Ship,High,D,1.46,SINGAPORE
clock,Glass,0.42,Air,High,F,1.1,JAPAN
clock,Other,1.02,Air,Low,F,2.55,SINGAPORE
clock,Glass,1.27,Air,High,F,3.33,CHINA
clock,Aluminum,0.83,Ship,High,A,0.74,FRANCE
clock,Plastic,1.21,Ship,Low,D,1.16,INDIA
clock,Other,1.76,Land,Medium,D,1.58,ITALY
clock,Bamboo,0.39,Air,Medium,F,0.53,USA
clock,Plastic,1.99,Ship,Low,D,1.91,NORWAY
clock,Other,1.74,Air,Medium,F,3.91,FRANCE
clock,Other,0.51,Air,Medium,F,1.15,NORWAY
clock,Bamboo,1.5,Land,Medium,D,0.81,UK
clock,Glass,0.22,Land,High,E,0.23,GERMANY
clock,Aluminum,0.32,Air,High,F,0.9,UK
clock,Cardboard,1.81,Ship,Medium,D,0.91,ITALY
clock,Aluminum,0.87,Land,High,B,0.97,USA
clock,Cardboard,0.1,Air,Medium,F,0.16,RUSSIA
clock,Cardboard,1.99,Ship,Medium,D,1.0,INDIA
clock,Bamboo,1.2,Ship,Medium,E,0.52,CHINA
clock,Plastic,1.97,Ship,Low,D,1.89,BRAZIL
clock,Paper,1.85,Ship,Medium,D,0.67,INDIA
clock,Glass,0.27,Air,High,F,0.71,NORWAY
clock,Glass,0.12,Air,High,F,0.31,FRANCE
clock,Glass,0.58,Air,High,F,1.52,JAPAN
clock,Steel,1.14,Ship,High,C,1.15,GERMANY
clock,Plastic,1.85,Air,Low,F,5.55,BRAZIL
clock,Cardboard,1.86,Ship,Medium,D,0.94,GERMANY
clock,Bamboo,0.4,Land,Medium,C,0.22,JAPAN
clock,Other,1.16,Land,High,E,0.81,ITALY
clock,Steel,1.69,Land,High,D,2.13,ITALY
clock,Aluminum,1.08,Ship,High,D,0.97,USA
portable charger,Other,1.51,Ship,Medium,D,1.09,FRANCE
portable charger,Other,1.27,Land,Medium,D,1.14,INDIA
portable charger,Paper,1.32,Air,Medium,F,1.49,CHINA
portable charger,Glass,0.76,Land,High,A,0.8,BRAZIL
portable charger,Paper,0.78,Ship,Medium,D,0.28,NORWAY
portable charger,Bamboo,0.71,Air,Medium,F,0.96,BRAZIL
portable charger,Other,1.65,Ship,Medium,D,1.19,BRAZIL
portable charger,Other,0.54,Ship,High,D,0.3,SINGAPORE
portable charger,Glass,0.95,Ship,High,B,0.8,INDIA
portable charger,Glass,1.94,Ship,High,D,1.63,BRAZIL
portable charger,Aluminum,1.54,Air,High,F,4.31,SINGAPORE
portable charger,Other,1.16,Land,High,C,0.81,FRANCE
portable charger,Glass,0.6,Land,High,B,0.63,USA
portable charger,Plastic,0.19,Air,Low,F,0.57,BRAZIL
portable charger,Plastic,1.17,Land,Low,C,1.4,NORWAY
portable charger,Glass,1.04,Ship,High,B,0.87,GERMANY
portable charger,Other,1.75,Ship,Medium,D,1.26,BRAZIL
portable charger,Glass,0.3,Land,High,B,0.31,CHINA
portable charger,Glass,0.86,Land,High,C,0.9,USA
portable charger,Plastic,1.63,Ship,Low,D,1.56,JAPAN
portable charger,Other,1.1,Ship,Low,D,0.88,ITALY
portable charger,Glass,1.52,Land,High,D,1.6,ITALY
portable charger,Other,0.91,Air,Low,F,2.27,SINGAPORE
portable charger,Other,0.77,Ship,Low,B,0.62,CHINA
portable charger,Steel,0.64,Air,High,F,2.02,CHINA
portable charger,Steel,1.86,Ship,High,D,1.87,JAPAN
portable charger,Bamboo,0.64,Air,Medium,F,0.86,INDIA
portable charger,Cardboard,1.25,Air,Medium,F,1.97,GERMANY
portable charger,Cardboard,1.5,Ship,Medium,D,0.76,UK
portable charger,Cardboard,0.2,Land,Medium,A,0.13,UK
portable charger,Plastic,1.06,Air,Low,F,3.18,RUSSIA
portable charger,Plastic,0.98,Land,Low,C,1.18,INDIA
portable charger,Steel,0.92,Air,High,F,2.9,NORWAY
portable charger,Other,1.44,Land,Medium,D,1.3,ITALY
portable charger,Cardboard,1.17,Land,Medium,B,0.74,JAPAN
portable charger,Cardboard,0.93,Ship,Medium,D,0.47,CHINA
portable charger,Steel,0.84,Land,High,C,1.06,FRANCE
portable charger,Steel,1.15,Air,High,F,3.62,UK
portable charger,Glass,1.31,Ship,High,D,1.1,FRANCE
